subjID, side, relpos, edgeID, weight
39,1,3,13,6.7345
40,1,2,13,4.7836
41,1,2,13,3.4732
42,1,2,13,2.0848
1,0,1,14,1.1321
2,0,1,14,3.0141
3,0,1,14,2.7369
4,0,1,14,1.2969
5,0,1,14,1.1287
6,0,1,14,8.9548
7,0,1,14,0.24502
8,0,1,14,21
9,0,1,14,4.4831
10,0,1,14,0.11717
11,0,1,14,3.7899
12,0,1,14,6.0329
13,0,1,14,1.8973
14,0,1,14,2.2891
15,0,1,14,4.6404
16,0,1,14,0.71755
17,0,1,14,1.503
18,0,1,14,6.7109
19,0,1,14,6.2029
20,0,1,14,0.17722
21,0,1,14,1.7182
22,0,2,14,0.4607
23,0,3,14,10.547
24,0,2,14,2.386
25,0,3,14,0.57876
26,0,2,14,2.1153
27,0,3,14,0.70762
28,0,3,14,9.8137
29,0,3,14,0.62774
30,0,3,14,0.87132
31,0,2,14,0.74766
32,0,2,14,10.888
33,0,2,14,4.2385
34,0,2,14,1.2072
35,0,3,14,0.33698
36,0,2,14,11.963
37,0,2,14,1.4207
38,0,2,14,2.0237
39,0,2,14,3.7544
40,0,3,14,5.894
41,0,3,14,3.4262
42,0,3,14,1.4731
1,1,1,14,9.2318
2,1,1,14,6.9902
3,1,1,14,19.576
4,1,1,14,8.7872
5,1,1,14,16.219
6,1,1,14,15.821
7,1,1,14,1.9475
8,1,1,14,5.4739
9,1,1,14,8.4926
10,1,1,14,13.43
11,1,1,14,24.036
12,1,1,14,11.177
13,1,1,14,13.664
14,1,1,14,5.6565
15,1,1,14,4.7524
16,1,1,14,10.184
17,1,1,14,7.4439
18,1,1,14,18.763
19,1,1,14,16.319
20,1,1,14,5.3022
21,1,1,14,15.209
22,1,3,14,0.54339
23,1,2,14,9.2351
24,1,3,14,17.99
25,1,2,14,8.5233
26,1,3,14,3.6911
27,1,2,14,4.1394
28,1,2,14,4.3795
29,1,2,14,4.8141
30,1,2,14,1.7855
31,1,3,14,10.919
32,1,3,14,2.059
33,1,3,14,6.0113
34,1,3,14,13.613
35,1,2,14,7.7292
36,1,3,14,16.239
37,1,3,14,3.5616
38,1,3,14,11.429
39,1,3,14,9.6191
40,1,2,14,4.8042
41,1,2,14,5.5413
42,1,2,14,15.136
1,0,1,15,4.7399
2,0,1,15,1.3475
3,0,1,15,1.6223
4,0,1,15,7.5577
5,0,1,15,0.96527
6,0,1,15,1.2112
7,0,1,15,1.697
8,0,1,15,6.116
9,0,1,15,2.9909
10,0,1,15,3.0829
11,0,1,15,3.4018
12,0,1,15,1.5986
13,0,1,15,0.9512
14,0,1,15,1.9321
15,0,1,15,3.882
16,0,1,15,2.3721
17,0,1,15,12.429
18,0,1,15,1.8523
19,0,1,15,8.447
20,0,1,15,2.2912
21,0,1,15,2.8203
22,0,2,15,2.5692
23,0,3,15,5.6969
24,0,2,15,0.70892
25,0,3,15,0.79908
26,0,2,15,1.4623
27,0,3,15,2.8735
28,0,3,15,3.8227
29,0,3,15,0.69328
30,0,3,15,2.1434
31,0,2,15,0.2507
32,0,2,15,9.0405
33,0,2,15,5.3088
34,0,2,15,1.4904
35,0,3,15,1.4595
36,0,2,15,0.50561
37,0,2,15,0.31756
38,0,2,15,2.1456
39,0,2,15,1.4635
40,0,3,15,0.54089
41,0,3,15,2.4675
42,0,3,15,1.9457
1,1,1,15,4.2296
2,1,1,15,1.1712
3,1,1,15,1.6959
4,1,1,15,21.359
5,1,1,15,2.6362
6,1,1,15,0.86974
7,1,1,15,6.8696
8,1,1,15,2.4452
9,1,1,15,8.7354
10,1,1,15,6.0809
11,1,1,15,1.9075
12,1,1,15,1.9764
13,1,1,15,3.9126
14,1,1,15,0.23938
15,1,1,15,2.3181
16,1,1,15,9.7221
17,1,1,15,2.5021
18,1,1,15,5.1712
19,1,1,15,7.5905
20,1,1,15,7.8836
21,1,1,15,0.93986
22,1,3,15,2.0548
23,1,2,15,1.2115
24,1,3,15,2.1437
25,1,2,15,6.9947
26,1,3,15,3.3348
27,1,2,15,2.0028
28,1,2,15,6.3857
29,1,2,15,1.8006
30,1,2,15,3.748
31,1,3,15,1.0523
32,1,3,15,3.8629
33,1,3,15,2.8422
34,1,3,15,5.0321
35,1,2,15,2.3475
36,1,3,15,4.7624
37,1,3,15,0.52207
38,1,3,15,4.6697
39,1,3,15,2.2574
40,1,2,15,0.92345
41,1,2,15,1.3649
42,1,2,15,1.5037
1,0,1,16,4.1442
2,0,1,16,0.63386
3,0,1,16,1.6189
4,0,1,16,2.0101
5,0,1,16,0.28517
6,0,1,16,0.96228
7,0,1,16,1.7627
8,0,1,16,3.8515
9,0,1,16,3.3845
10,0,1,16,0.29353
11,0,1,16,0.27261
12,0,1,16,1.7068
13,0,1,16,1.0712
14,0,1,16,2.3747
15,0,1,16,0.91439
16,0,1,16,0.32967
17,0,1,16,1.1469
18,0,1,16,1.3706
19,0,1,16,2.4418
20,0,1,16,0.60641
21,0,1,16,6.5949
22,0,2,16,0.54078
23,0,3,16,2.0506
24,0,2,16,1.1767
25,0,3,16,0.25648
26,0,2,16,1.29
27,0,3,16,0.29153
28,0,3,16,0.18154
29,0,3,16,0.95
30,0,3,16,0.16414
31,0,2,16,0.16045
32,0,2,16,1.4776
33,0,2,16,1.6557
34,0,2,16,1.0314
35,0,3,16,0.054559
36,0,2,16,0.21837
37,0,2,16,1.4388
38,0,2,16,0.18363
39,0,2,16,1.0425
40,0,3,16,0.78325
41,0,3,16,0.34489
42,0,3,16,0.8559
1,1,1,16,0.48107
2,1,1,16,0.555
3,1,1,16,1.4515
4,1,1,16,1.0405
5,1,1,16,2.8492
6,1,1,16,0.29389
7,1,1,16,2.7409
8,1,1,16,1.1859
9,1,1,16,7.2703
10,1,1,16,0.1985
11,1,1,16,0.29435
12,1,1,16,0.73106
13,1,1,16,1.9947
14,1,1,16,0.18703
15,1,1,16,0.33824
16,1,1,16,1.0504
17,1,1,16,0.26176
18,1,1,16,0.59591
19,1,1,16,3.1941
20,1,1,16,1.825
21,1,1,16,3.5813
22,1,3,16,0.51103
23,1,2,16,0.42806
24,1,3,16,1.2402
25,1,2,16,2.7975
26,1,3,16,0.39956
27,1,2,16,0.39424
28,1,2,16,3.739
29,1,2,16,0.83986
30,1,2,16,0.10785
31,1,3,16,0.054577
32,1,3,16,2.0517
33,1,3,16,0.34066
34,1,3,16,0.086499
35,1,2,16,0.41757
36,1,3,16,0.10023
37,1,3,16,0.26725
38,1,3,16,0.43068
39,1,3,16,2.956
40,1,2,16,1.4057
41,1,2,16,0.21562
42,1,2,16,0.46616
